Freq (MHz),re(S11),im(S11),re(Z),im(Z)
924,271,0,29017,0,00068,90,878,0,134
925,075,0,29306,-0,00182,91,454,-0,364
925,879,0,29624,-0,00373,92,091,-0,752
926,683,0,29937,-0,00532,92,720,-1,083
927,487,0,30263,-0,00826,93,376,-1,698
928,291,0,30586,-0,01013,94,033,-2,102
929,095,0,30983,-0,01360,94,835,-2,855
929,899,0,31396,-0,01654,95,678,-3,513
930,704,0,31763,-0,01950,96,429,-4,185
931,508,0,32178,-0,02261,97,280,-4,910
932,312,0,32507,-0,02654,97,935,-5,818
933,116,0,32842,-0,03060,98,594,-6,772
933,920,0,33144,-0,03519,99,161,-7,850
934,724,0,33442,-0,03959,99,716,-8,905
935,528,0,33745,-0,04494,100,242,-10,191
936,332,0,33990,-0,04958,100,643,-11,314
937,136,0,34224,-0,05481,100,983,-12,580
937,940,0,34403,-0,06016,101,175,-13,865
938,744,0,34598,-0,06559,101,377,-15,182
939,548,0,34788,-0,07055,101,571,-16,397
940,352,0,34950,-0,07456,101,734,-17,392
941,156,0,35095,-0,07969,101,783,-18,637
941,960,0,35180,-0,08677,101,558,-20,287
942,764,0,35352,-0,09161,101,638,-21,487
943,568,0,35461,-0,09592,101,597,-22,531
944,372,0,35528,-0,10280,101,260,-24,117
945,176,0,35602,-0,10723,101,094,-25,159
945,980,0,35654,-0,11250,100,800,-26,364
946,784,0,35748,-0,11891,100,483,-27,849
947,588,0,35714,-0,12412,99,964,-28,954
948,392,0,35629,-0,13024,99,241,-30,196
949,196,0,35661,-0,13585,98,794,-31,417
950,000,0,35644,-0,14092,98,277,-32,468
